
🇨🇳 群 专 享,#genre#
警匪电影,http://aldirect.corp-hls.huya.com/src/1423782050-1423782050-6115097341381836800-2847687556-10057-A-0-1.m3u8?wsiphost=ipdbme
警匪系列,http://aldirect.corp-hls.huya.com/src/1449581589-1449581589-6225905517638713344-3048959636-10057-A-0-1.m3u8?wsiphost=ipdbme
十一推荐,http://aldirect.corp-hls.huya.com/src/1524434083-1524434083-6547394531392749568-3048991622-10057-A-0-1.m3u8?wsiphost=ipdbme
黑帮电影,http://aldirect.corp-hls.huya.com/src/1394575541-1394575541-5989656340396507136-2789274538-10057-A-0-1.m3u8?wsiphost=ipdbme
盗墓系列,http://aldirect.corp-hls.huya.com/src/1099531752747-1099531752747-86436092277948416-2199063628950-10057-A-0-1.m3u8?wsiphost=ipdbme
咏春系列,http://aldirect.corp-hls.huya.com/src/1448737814-1448737814-6222281531608530944-2777037662-10057-A-0-1.m3u8?wsiphost=ipdbme
赛车系列,http://aldirect.corp-hls.huya.com/src/1354978385-1354978385-5819587850361896960-2710080226-10057-A-0-1.m3u8?wsiphost=ipdbme
古装武侠,http://aldirect.corp-hls.huya.com/src/1394575562-1394575562-5989656430590820352-2789274580-10057-A-0-1.m3u8?wsiphost=ipdbme
香港贺岁,http://aldirect.corp-hls.huya.com/src/1449581589-1449581589-6225905517638713344-3048959636-10057-A-0-1.m3u8?wsiphost=ipdbme
喜剧电影,http://aldirect.corp-hls.huya.com/src/1524434089-1524434089-6547394557162553344-3048991634-10057-A-0-1.m3u8?wsiphost=ipdbme
牛郎织女,http://aldirect.corp-hls.huya.com/src/1420736865-1420736865-6102018371396567040-2847687618-10057-A-0-1.m3u8?wsiphost=ipdbme
活佛济公1,http://aldirect.corp-hls.huya.com/src/1394565208-1394565208-5989611960499437568-2789253872-10057-A-0-1.m3u8?wsiphost=ipdbme
搞笑喜剧1,http://aldirect.corp-hls.huya.com/src/1394575546-1394575546-5989656361871343616-2789274548-10057-A-0-1.m3u8?wsiphost=ipdbme
金装追女仔,http://aldirect.corp-hls.huya.com/src/1524434085-1524434085-6547394539982684160-3048991626-10057-A-0-1.m3u8?wsiphost=ipdbme
杨光快乐生活,http://aldirect.corp-hls.huya.com/src/1250011-1250011-5368756364640256-3049003162-10057-A-0-1.m3u8?wsiphost=ipdbme
民兵葛二蛋,http://aldirect.corp-hls.huya.com/src/1524439832-1524439832-6547419223159734272-3049003120-10057-A-0-1.m3u8?wsiphost=ipdbme
宝莲灯前传,http://aldirect.corp-hls.huya.com/src/1099531752757-1099531752757-86436135227621376-2199063628970-10057-A-0-1.m3u8?wsiphost=ipdbme
射雕英雄传,http://aldirect.corp-hls.huya.com/src/1524439846-1524439846-6547419283289276416-3049003148-10057-A-0-1.m3u8?wsiphost=ipdbme
虎牙放映厅,http://aldirect.corp-hls.huya.com/src/1524439840-1524439840-6547419257519472640-3049003136-10057-A-0-1.m3u8?wsiphost=ipdbme
合家欢喜剧,http://aldirect.corp-hls.huya.com/src/1420969427-1420969427-6103017217580859392-2847687524-10057-A-0-1.m3u8?wsiphost=ipdbme
神医喜来乐,http://aldirect.corp-hls.huya.com/src/1524418104-1524418104-6547325902110326784-3048959664-10057-A-0-1.m3u8?wsiphost=ipdbme
新萧十一郎,http://aldirect.corp-hls.huya.com/src/1524439823-1524439823-6547419184505028608-3049003102-10057-A-0-1.m3u8?wsiphost=ipdbme
香港恐怖片,http://aldirect.corp-hls.huya.com/src/1524418070-1524418070-6547325756081438720-3048959596-10057-A-0-1.m3u8?wsiphost=ipdbme
香港黑帮系列,http://aldirect.corp-hls.huya.com/src/1394575541-1394575541-5989656340396507136-2789274538-10057-A-0-1.m3u8?wsiphost=ipdbme
中国功夫系列,http://aldirect.corp-hls.huya.com/src/1448738174-1448738174-6222283077796757504-2847699112-10057-A-0-1.m3u8?wsiphost=ipdbme
历年贺岁大片,http://aldirect.corp-hls.huya.com/src/1524418118-1524418118-6547325962239868928-3048959692-10057-A-0-1.m3u8?wsiphost=ipdbme
难兄难弟,http://aldirect.corp-hls.huya.com/src/1199561241049-1199561241049-5434703289662832640-2399122605554-10057-A-0-1.m3u8?wsiphost=ipdbme
今生无悔,http://aldirect.corp-hls.huya.com/src/1199561276763-1199561276763-5434856680124841984-2399122676982-10057-A-0-1.m3u8?wsiphost=ipdbme
新上海滩,http://aldirect.corp-hls.huya.com/src/1199563481280-1199563481280-5444325008543318016-2399127086016-10057-A-0-1.m3u8?wsiphost=ipdbme
TVB,http://aldirect.corp-hls.huya.com/src/1199563488528-1199563488528-5444356138466279424-2399127100512-10057-A-0-1.m3u8?wsiphost=ipdbme
杨家将,http://aldirect.corp-hls.huya.com/src/1199563479615-1199563479615-5444317857422770176-2399127082686-10057-A-0-1.m3u8?wsiphost=ipdbme
TV八哥,http://aldirect.corp-hls.huya.com/src/1199563492830-1199563492830-5444374615415586816-2399127109116-10057-A-0-1.m3u8?wsiphost=ipdbme
封神榜,http://aldirect.corp-hls.huya.com/src/1199561158071-1199561158071-5434346901866545152-2399122439598-10057-A-0-1.m3u8?wsiphost=ipdbme
TVB领域,http://aldirect.corp-hls.huya.com/src/1199563477578-1199563477578-5444309108574388224-2399127078612-10057-A-0-1.m3u8?wsiphost=ipdbme
四大才子,http://aldirect.corp-hls.huya.com/src/1199563478867-1199563478867-5444314644787232768-2399127081190-10057-A-0-1.m3u8?wsiphost=ipdbme
双面伊人,http://aldirect.corp-hls.huya.com/src/1199561276763-1199561276763-5434856680124841984-2399122676982-10057-A-0-1.m3u8?wsiphost=ipdbme
南拳北腿,http://aldirect.corp-hls.huya.com/src/1199561226091-1199561226091-5434639045542019072-2399122575638-10057-A-0-1.m3u8?wsiphost=ipdbme
楚汉骄雄,http://aldirect.corp-hls.huya.com/src/1199561177177-1199561177177-5434428961511702528-2399122477810-10057-A-0-1.m3u8?wsiphost=ipdbme
美女厨房①,http://aldirect.corp-hls.huya.com/src/1199561276760-1199561276760-5434856667239940096-2399122676976-10057-A-0-1.m3u8?wsiphost=ipdbme
冷门港片大全,http://aldirect.corp-hls.huya.com/src/1199563564801-1199563564801-5444683728506847232-2399127253058-10057-A-0-1.m3u8?wsiphost=ipdbme
TVB版西游记,http://aldirect.corp-hls.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.m3u8?wsiphost=ipdbme
香港刑侦实录,http://aldirect.corp-hls.huya.com/src/1199563479466-1199563479466-5444317217472643072-2399127082388-10057-A-0-1.m3u8?wsiphost=ipdbme
梁朝伟张无忌,http://aldirect.corp-hls.huya.com/src/1199561276760-1199561276760-5434856667239940096-2399122676976-10057-A-0-1.m3u8?wsiphost=ipdbme











🇨🇳 家庭剧场,#genre#


湖南经视,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000000002000000027983/main.m3u8?IASHttpSessionId=OTT
湖南都市,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000041/main.m3u8?IASHttpSessionId=OTT
湖南电视剧,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000037/main.m3u8?IASHttpSessionId=OTT
湖南电影,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000038/main.m3u8?IASHttpSessionId=OTT
湖南娱乐,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000040/main.m3u8?IASHttpSessionId=OTT
湖南爱晚,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000044/main.m3u8?IASHttpSessionId=OTT
湖南国际,http://[2409:8087:5011:1020::1f]/180000001001/00000001000000001001000000000045/main.m3u8?IASHttpSessionId=OTT



1.央视怀旧剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
2.央视怀旧剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002495/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
3.央视第一剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
4.央视第一剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002498/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
5.央视风云剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
6.央视风云剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002505/index.m3u8?virtualDomain=yinhe.live_hls.zte.com


百视通-4K,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000196/index.m3u8?IAS
百视通-电影,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000459/index.m3u8?IAS
百视通剧集-1,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221226692/index.m3u8?servicetype=1
百视通剧集-2,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221226754/index.m3u8?servicetype=1


东方影视,http://39.136.172.100/hlsmgsplive.miguvideo.com/wd_r4/dfl/dianshijuhd/3000/index.m3u8?&encrypt=1
都市剧场,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226694/index.m3u8
都市剧场.http://bytedance.live.cqccn.com/__cl/cg:live/__c/dsjcHD/__op/default/__f//index.m3u8
动作电影,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225879/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
都市剧场,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227204/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
古装剧场,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225880/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178


精品电影10M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
1.精品电视剧10M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001276/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
2.精品电视剧,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001276/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
欢乐剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002156/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
电视剧,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001709/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
都市剧场,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002108/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

古装剧场,http://117.169.124.149:8080/live/guzhuangjc/1.m3u8
超级电视剧,http://39.134.136.205:6610/200000001898/460000089800010065/1.m3u8?IAS=
超级电影,http://39.134.136.205:6610/200000001898/460000089800010064/1.m3u8?IAS=

1.CHC高清电影,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/chcgqdyHD/__op/default/__f/index.m3u8
2.CHC家庭电影,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/chcjtyyHD/__op/default/__f/index.m3u8
3.CHC家庭电影,http://www.51nas.top:4022/udp/239.81.0.238:4056
4.CHC高清电影,http://www.51nas.top:4022/udp/239.81.0.240:4056
5.CHC高清电影,http://111.20.40.171/PLTV/88888893/224/3221226463/index.m3u8
6.CHC家庭电影,http://111.20.40.171/PLTV/88888893/224/3221226462/index.m3u8
7.CHC动作电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
8.CHC动作电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
9.CHC家庭影院,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
10.CHC高清电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
11.CHC高清电影,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
12.CHC家庭影院8M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
13.CHC高清电影8M1080,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
14.CHC家庭影院,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
15.CHC家庭影院,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com



1.黑莓电影,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225718/2/index.m3u8
2.黑莓电影,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225764/2/index.m3u8
3.黑莓电影,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225769/2/index.m3u8
4.黑莓电影,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/jdianying/index.m3u8
5.黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225718/index.m3u8
6.黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225764/index.m3u8
7.黑莓电影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225769/index.m3u8
8.黑莓电影,http://117.169.124.149:8080/live/HD-8000k-1080P-Supermovie/1.m3u8
9.黑莓电影,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225891/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
10.黑莓电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
11.黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225718/index.m3u8
12.黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225764/index.m3u8
13.黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225769/index.m3u8


辽宁移动1,http://[2409:8087:1414:22::1104]:80/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227328/index.m3u8
辽宁移动2,http://[2409:8087:1414:22::1105]:80/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227328/index.m3u8
辽宁移动3,http://[2409:8087:1414:22::112c]:80/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227328/index.m3u8
辽宁移动4,http://[2409:8087:1414:22::112d]:80/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227328/index.m3u8
辽宁移动5,http://[2409:8087:1414:22::112d]/wh7f454c46tw3498689980_663871177/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226982/index.m3u8
辽宁影视1,http://[2409:8087:1414:22::1106]:80/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227331/index.m3u8
辽宁影视2,http://[2409:8087:1414:22::1107]:80/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227331/index.m3u8
辽宁影视3,http://[2409:8087:1414:22::1128]:80/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227331/index.m3u8
辽宁影视4,http://[2409:8087:1414:22::1129]:80/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221227331/index.m3u8
辽宁影视5,http://[2409:8087:1414:22::112d]/wh7f454c46tw3605758820_-2143308693/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226738/index.m3u8


芒果华语,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226708/index.m3u8?servicetype=1
芒果欧美,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226712/index.m3u8?servicetype=1
芒果综艺,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226887/index.m3u8?servicetype=1
芒果独播,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226692/index.m3u8?servicetype=1

IPTV高清院线,http://[2409:8087:5011:1020::2b]/180000001001/00000001000000001002000000000009/main.m3u8?IASHttpSessionId=OTT
IPTV古装剧场,http://[2409:8087:5011:1020::2b]/180000001001/00000001000000001002000000000010/main.m3u8?IASHttpSessionId=OTT
IPTV家庭剧场,http://[2409:8087:5011:1020::2b]/180000001001/00000001000000001002000000000011/main.m3u8?IASHttpSessionId=OTT
IPTV经典剧场,http://[2409:8087:5011:1020::2b]/180000001001/00000001000000001002000000000012/main.m3u8?IASHttpSessionId=OTT
IPTV抗战剧场,http://[2409:8087:5011:1020::2b]/180000001001/00000001000000001002000000000007/main.m3u8?IASHttpSessionId=OTT
IPTV芒果互娱,http://[2409:8087:5011:1020::1a]/180000001001/00000001000000001025000000196970/main.m3u8?IASHttpSessionId=OTT



🇨🇳 斗鱼轮播,#genre#




斗鱼电影1,http://tc-tct.douyucdn2.cn/dyliveflv3/3637726rQLDdfto7_2000.flv?wsAuth=04a634b362e78e56af2bddde662c48c2&token=cpn-androidmpro-0-3637726-a97a3241d761383449992d5fe9f8adeb51c664499750bb31&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=
斗鱼电影2,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=2ccc7b4ba29208aaba62dae54cbbd68c&token=cpn-androidmpro-0-20415-b6774b3b3249db17fff84d73c7585c95e780dbccdb08e4bc&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电影3,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电影4,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
斗鱼电影5,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=99705a1921ddd49fb7079a02f02bedc4&token=cpn-androidmpro-0-20415-b6774b3b3249db17d8beee6676fdf877fe8b1576307ef8e6&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
古装经典,http://dx-aliyuncdncnc.inter.iqiyi.com/tslive/c54_lb_152_600_t10/c54_lb_152_600_t10.m3u8?key=007540012225a9e4fb39d113ea61819d0&dis
禧剧电影,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
女神影院,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
电视剧,http://epg.112114.xyz/douyu/7623292
刘华强,http://epg.112114.xyz/douyu/2726977
降魔的,http://epg.112114.xyz/douyu/3627728
童年回忆,http://epg.112114.xyz/douyu/1274132
经典剧场,http://epg.112114.xyz/douyu/8543072
经典影视,http://epg.112114.xyz/douyu/3113309
雍正专属,http://epg.112114.xyz/douyu/9650836
活佛济公,http://epg.112114.xyz/douyu/8595134
吃米滴虫,http://epg.112114.xyz/douyu/315457
周末狂欢,http://epg.112114.xyz/douyu/7476264
武侠古装,http://epg.112114.xyz/douyu/6710537
童年阴影,http://epg.112114.xyz/douyu/2935323
恐怖影厅,http://epg.112114.xyz/douyu/3637726
恐怖经典,http://epg.112114.xyz/douyu/1165374
恐怖电影,http://epg.112114.xyz/douyu/310926
古装喜剧,http://epg.112114.xyz/douyu/431460
古装神剧,http://epg.112114.xyz/douyu/338759
国产影片,http://epg.112114.xyz/douyu/5423
刑侦破案,http://epg.112114.xyz/douyu/8323493
人气港剧,http://epg.112114.xyz/douyu/5261342
港剧天地,http://epg.112114.xyz/douyu/4290711
经典搞笑,http://epg.112114.xyz/douyu/5429211
西天取经,http://epg.112114.xyz/douyu/5472438
华语经典,http://epg.112114.xyz/douyu/85894
邵氏经典,http://epg.112114.xyz/douyu/4246519
华语经典①,http://epg.112114.xyz/douyu/434971
经典港剧①,http://epg.112114.xyz/douyu/4549169
神乐影片①,http://epg.112114.xyz/douyu/122402
武侠电视剧,http://epg.112114.xyz/douyu/7338853
刘德华电影,http://epg.112114.xyz/douyu/2516864
林正英电影,http://epg.112114.xyz/douyu/218859
港剧电视剧,http://epg.112114.xyz/douyu/9548850
康熙私访记,http://epg.112114.xyz/douyu/7550220
电视剧,http://diyp.112114.xyz/douyu/7623292
刘华强,http://diyp.112114.xyz/douyu/2726977
降魔的,http://diyp.112114.xyz/douyu/3627728
经典剧场,http://diyp.112114.xyz/douyu/8543072
经典影视,http://diyp.112114.xyz/douyu/3113309
雍正专属,http://diyp.112114.xyz/douyu/9650836
活佛济公,http://diyp.112114.xyz/douyu/8595134
吃米滴虫,http://diyp.112114.xyz/douyu/315457
周末狂欢,http://diyp.112114.xyz/douyu/7476264
最佳体验,http://diyp.112114.xyz/douyu/326852
武侠古装,http://diyp.112114.xyz/douyu/6710537
童年阴影,http://diyp.112114.xyz/douyu/2935323
恐怖影厅,http://diyp.112114.xyz/douyu/3637726
恐怖经典,http://diyp.112114.xyz/douyu/1165374
恐怖电影,http://diyp.112114.xyz/douyu/310926
古装喜剧,http://diyp.112114.xyz/douyu/431460
古装神剧,http://diyp.112114.xyz/douyu/338759
国产影片,http://diyp.112114.xyz/douyu/5423
刑侦破案,http://diyp.112114.xyz/douyu/8323493
人气港剧,http://diyp.112114.xyz/douyu/5261342
港剧天地,http://diyp.112114.xyz/douyu/4290711
热门港剧,http://diyp.112114.xyz/douyu/5522351
经典搞笑,http://diyp.112114.xyz/douyu/5429211
西天取经,http://diyp.112114.xyz/douyu/5472438
邵氏经典,http://diyp.112114.xyz/douyu/4246519
华语经典①,http://diyp.112114.xyz/douyu/434971
经典港剧①,http://diyp.112114.xyz/douyu/4549169
武侠电视剧,http://diyp.112114.xyz/douyu/7338853
刘德华电影,http://diyp.112114.xyz/douyu/2516864
林正英电影,http://diyp.112114.xyz/douyu/218859
港剧电视剧,http://diyp.112114.xyz/douyu/9548850
康熙私访记,http://diyp.112114.xyz/douyu/7550220



鹿鼎记,http://106.53.212.251/daili/yy.php?id=28265277
狄仁杰,http://106.53.212.251:80/daili/yy.php?id=36171593
YY影视,http://106.53.212.251/daili/yy.php?id=1382702247
周星驰②,http://106.53.212.251:80/daili/yy.php?id=1353881242
周星驰③,http://106.53.212.251:80/daili/yy.php?id=1352227227
射雕英雄,http://106.53.212.251:80/daili/yy.php?id=1354210357
薛刚反唐,http://106.53.212.251/daili/yy.php?id=31313785
神雕侠侣,http://106.53.212.251/daili/yy.php?id=1351762426
高清亮剑,http://106.53.212.251:80/daili/yy.php?id=1353392400
好看电影,http://106.53.212.251:80/daili/yy.php?id=1353312849
萌儿陪看,http://106.53.212.251/daili/yy.php?id=29216766
武侠玄幻,http://106.53.212.251:80/daili/yy.php?id=28099939
国产玄幻,http://106.53.212.251:80/daili/yy.php?id=1354143978
僵尸玄幻,http://106.53.212.251/daili/yy.php?id=24921161
英叔全集,http://106.53.212.251:80/daili/yy.php?id=1354869861
鬼片僵尸,http://data.3g.yy.com/live/hls/24066336/24066336
动作 搞笑,http://106.53.212.251:80/daili/yy.php?id=34460526
鬼片500部,http://106.53.212.251/daili/yy.php?id=1353059120
燕双鹰专场,http://106.53.212.251:80/daili/yy.php?id=1352227153
隋唐英雄传,http://106.53.212.251/daili/yy.php?id=1352475619
林正英系列,http://106.53.212.251/daili/yy.php?id=1353685311
康熙私访①,http://106.53.212.251:80/daili/yy.php?id=1352811698
陪你看电影,http://106.53.212.251:80/daili/yy.php?id=24407222
24小时大片,http://106.53.212.251:80/daili/yy.php?id=24066336
一起看电影,http://106.53.212.251:80/daili/yy.php?id=1354210357
鹿鼎记高清,http://106.53.212.251:80/daili/yy.php?id=28265277
神探狄仁杰,http://106.53.212.251:80/daili/yy.php?id=38338029
电影 超好看,http://106.53.212.251:80/daili/yy.php?id=29460894
狄仁杰1-4部,http://106.53.212.251:80/daili/yy.php?id=1351755386
天龙倚天笑傲,http://106.53.212.251/daili/yy.php?id=1351814644
林正英僵尸鬼片,http://106.53.212.251/daili/yy.php?id=34229877
林正英搞笑僵尸,http://106.53.212.251/daili/yy.php?id=1351505899
经典电影24小时,http://106.53.212.251:80/daili/yy.php?id=1351496216



🇨🇳 台湾频道,#genre#


原住民频道[1280*720],http://streamipcf.akamaized.net/live/_definst_/live_720/chunklist_b1500.m3u8
民视,rtmp://119.81.124.89/sat/tv051
台视,rtmp://119.81.124.89/sat/tv071
中视,rtmp://119.81.124.89/sat/tv091
华视,rtmp://119.81.124.89/sat/tv111
TVBS新闻,rtmp://119.81.124.89/sat/tv551
TVBS欢乐,rtmp://119.81.124.89/sat/tv421
东森财经新闻,rtmp://119.81.124.89/sat/tv571
纬来教育乐,rtmp://119.81.124.89/sat/tv701
纬来体育,rtmp://119.81.124.89/sat/tv721
十一1,rtmp://119.81.124.89/sat/tv731
十一2,rtmp://119.81.124.89/sat/tv741
MOMO综合,rtmp://119.81.124.89/sat/tv761
来自日本,rtmp://119.81.124.89/sat/tv771
ELTA体育1,rtmp://119.81.124.89/sat/md031
十一2,rtmp://119.81.124.89/sat/md041
博斯魅力,rtmp://119.81.124.89/sat/md051
民视,rtmp://219.80.97.77/sat/tv051
台视,rtmp://219.80.97.77/sat/tv071
中视,rtmp://219.80.97.77/sat/tv091
华视,rtmp://219.80.97.77/sat/tv111
TVBS新闻,rtmp://219.80.97.77/sat/tv551
TVBS欢乐,rtmp://219.80.97.77/sat/tv421
东森财经新闻,rtmp://219.80.97.77/sat/tv571
纬来教育乐,rtmp://219.80.97.77/sat/tv701
纬来体育,rtmp://219.80.97.77/sat/tv721
十一1,rtmp://219.80.97.77/sat/tv731
十一2,rtmp://219.80.97.77/sat/tv741
MOMO综合,rtmp://219.80.97.77/sat/tv761
来自日本,rtmp://219.80.97.77/sat/tv771
ELTA体育1,rtmp://219.80.97.77/sat/md031
十一2,rtmp://219.80.97.77/sat/md041
博斯魅力,rtmp://219.80.97.77/sat/md051
靖天卡通,http://www.336699.live:1935/blockfour/4gtv-4gtv044.stream/playlist.m3u8
靖洋戏,http://www.336699.live:1935/blockfour/4gtv-4gtv045.stream/playlist.m3u8
采昌影视,http://www.336699.live:1935/blockfour/4gtv-4gtv049.stream/playlist.m3u8
GinX，http://www.336699.live:1935/blockfour/4gtv-4gtv053.stream/playlist.m3u8
靖天欢乐,http://www.336699.live:1935/blockfour/4gtv-4gtv054.stream/playlist.m3u8
靖天映画,http://www.336699.live:1935/blockfour/4gtv-4gtv055.stream/playlist.m3u8
靖天戏,http://www.336699.live:1935/blockfour/4gtv-4gtv058.stream/playlist.m3u8
靖天育乐,http://www.336699.live:1935/blockfour/4gtv-4gtv062.stream/playlist.m3u8
靖天国际,http://www.336699.live:1935/blockfour/4gtv-4gtv063.stream/playlist.m3u8
中视菁采,http://www.336699.live:1935/blockfour/4gtv-4gtv064.stream/playlist.m3u8
ELTA娱乐,http://www.336699.live:1935/blockfour/4gtv-4gtv070.stream/playlist.m3u8
追踪，http://www.336699.live:1935/blockfour/4gtv-4gtv077.stream/playlist.m3u8
